mstat,rev_total_mois,log_revenu,sans_revenu,age_grp,bancarise,a_assurance,logem,Stg_formel
Célibataire,0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Célibataire,65000.0,11.082158,0,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Union libre,66666.664,11.107475,0,35-44,1,1,Proprietaire sans titre,1
Célibataire,0.0,0.0,1,0-17,0,1,Proprietaire sans titre,0
Union libre,60000.0,11.002116,0,35-44,1,1,Proprietaire sans titre,0
Célibataire,65166.668,11.084719,0,35-44,1,0,Autre,0
Célibataire,0.0,0.0,1,18-24,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,55-64,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,55-64,0,0,Locataire,0
Célibataire,0.0,0.0,1,18-24,0,0,Locataire,1
Célibataire,100000.0,11.512936,0,45-54,0,0,Locataire,0
Marié(e),0.0,0.0,1,35-44,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),133333.34,11.800615,0,35-44,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Union libre,195000.0,12.18076,0,45-54,1,0,Locataire,0
Union libre,0.0,0.0,1,35-44,0,0,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,35-44,1,0,Proprietaire titre,0
Célibataire,50000.0,10.819798,0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,40000.0,10.59666,0,18-24,1,0,Proprietaire titre,0
Célibataire,40000.0,10.59666,0,18-24,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,65+,1,0,Proprietaire titre,0
Veuf(ve),0.0,0.0,1,65+,0,0,Autre,0
Célibataire,101666.66,11.529465,0,35-44,0,0,Autre,1
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,35-44,0,0,Autre,0
Célibataire,0.0,0.0,1,25-34,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,55-64,0,0,Autre,0
Veuf(ve),0.0,0.0,1,55-64,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,35-44,1,0,Proprietaire titre,0
Veuf(ve),0.0,0.0,1,65+,1,1,Proprietaire titre,0
Célibataire,0.0,0.0,1,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,75000.0,11.225257,0,35-44,1,1,Proprietaire titre,0
Célibataire,60000.0,11.002116,0,35-44,1,0,Autre,0
Marié(e),0.0,0.0,1,65+,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,1
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire titre,0
Séparé,0.0,0.0,1,65+,0,0,Autre,0
Célibataire,0.0,0.0,1,45-54,0,0,Locataire,0
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),250000.0,12.42922,0,45-54,1,0,Proprietaire titre,1
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),34666.668,10.453563,0,35-44,1,0,Proprietaire sans titre,1
Célibataire,21666.666,9.9835768,0,18-24,1,0,Proprietaire sans titre,1
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Divorcé(e),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,35-44,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,18-24,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,55-64,0,0,Autre,0
Union libre,0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Célibataire,64643.918,11.076665,0,18-24,0,0,Proprietaire sans titre,0
Union libre,0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,1,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Marié(e),320000.0,12.67608,0,35-44,1,1,Proprietaire sans titre,1
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,1,1,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Séparé,0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,45-54,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),42868.48,10.665915,0,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,35-44,1,0,Autre,0
Célibataire,0.0,0.0,1,18-24,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,55-64,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,45-54,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,35-44,1,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,35-44,0,0,Proprietaire sans titre,0
Marié(e),0.0,0.0,1,35-44,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,35-44,1,0,Autre,0
Marié(e),0.0,0.0,1,35-44,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,25-34,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Marié(e),110000.0,11.608245,0,35-44,1,0,Proprietaire sans titre,1
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,65+,0,0,Proprietaire sans titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire sans titre,0
Veuf(ve),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,30000.0,10.308986,0,25-34,1,0,Proprietaire titre,1
Célibataire,50000.0,10.819798,0,25-34,1,0,Proprietaire titre,1
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Divorcé(e),55000.0,10.915107,0,45-54,1,0,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,25-34,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,35-44,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),235333.33,12.368762,0,45-54,1,0,Proprietaire titre,1
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Locataire,0
Célibataire,80000.0,11.289794,0,25-34,1,0,Locataire,1
Célibataire,71666.664,11.179795,0,18-24,1,0,Locataire,1
Célibataire,0.0,0.0,1,18-24,0,0,Locataire,1
Célibataire,0.0,0.0,1,25-34,1,0,Locataire,0
Célibataire,0.0,0.0,1,18-24,1,0,Locataire,0
Célibataire,65000.0,11.082158,0,25-34,1,0,Locataire,0
Marié(e),225000.0,12.32386,0,18-24,1,0,Autre,1
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Marié(e),0.0,0.0,1,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,60666.668,11.013166,0,18-24,1,0,Autre,0
Célibataire,75000.0,11.225257,0,18-24,1,0,Autre,0
Célibataire,0.0,0.0,1,0-17,0,0,Autre,0
Célibataire,0.0,0.0,1,18-24,1,0,Autre,0
Marié(e),267000.0,12.495008,0,25-34,1,0,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,45-54,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,25-34,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,25-34,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,35-44,1,0,Locataire,0
Marié(e),0.0,0.0,1,25-34,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),392829.75,12.881134,0,35-44,1,1,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,1,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,1,Locataire,0
Marié(e),200000.0,12.206078,0,25-34,1,1,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,1,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),340000.0,12.736704,0,35-44,1,0,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,25-34,1,0,Locataire,0
Célibataire,0.0,0.0,1,18-24,1,0,Locataire,0
Célibataire,0.0,0.0,1,18-24,1,0,Locataire,0
Célibataire,0.0,0.0,1,18-24,1,0,Locataire,0
Célibataire,0.0,0.0,1,25-34,1,0,Locataire,0
Célibataire,0.0,0.0,1,45-54,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,55-64,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),250000.0,12.42922,0,35-44,1,0,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,25-34,0,0,Locataire,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,55-64,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,0,0,Proprietaire titre,0
Célibataire,245000.0,12.409018,0,25-34,1,1,Locataire,1
Marié(e),0.0,0.0,1,25-34,1,1,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,1,Locataire,0
Marié(e),328775.0,12.703132,0,45-54,1,1,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,1,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,1,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,35-44,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),46000.0,10.736419,0,55-64,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Veuf(ve),0.0,0.0,1,55-64,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Marié(e),0.0,0.0,1,18-24,1,0,Locataire,0
Marié(e),60000.0,11.002116,0,25-34,1,0,Locataire,1
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,25-34,1,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Locataire,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,18-24,1,0,Proprietaire titre,0
Marié(e),150000.0,11.918397,0,25-34,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,1,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,25-34,1,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,45-54,1,0,Proprietaire titre,0
Célibataire,0.0,0.0,1,0-17,0,0,Proprietaire titre,0
Marié(e),0.0,0.0,1,18-24,1,0,Proprietaire titre,0
